,Year,Area
1160,1963,0.0
1161,1963,0.0
1162,1963,0.404686
1163,1963,0.0
1164,1963,0.0
1165,1963,0.0
1166,1963,0.0
1167,1963,0.0
1168,1963,0.0
1169,1963,0.0
1170,1963,0.0
1171,1963,0.0
1172,1963,0.0
1173,1963,2.832802
1174,1963,0.0
1175,1963,0.0
1176,1963,0.404686
1177,1963,0.0
1178,1963,0.0
1179,1963,0.0
1180,1963,0.0
1181,1963,0.0
1182,1963,0.0
1183,1963,0.0
1184,1963,0.0
1185,1963,0.0
1186,1963,0.0
1187,1963,0.0
1188,1963,1.214058
1189,1963,2.428116
1190,1963,38.44517
1191,1963,0.0
1192,1963,1.214058
1193,1963,6.07029
1194,1963,57.465412
1195,1963,61.916958
1196,1963,2.832802
1197,1963,12.14058
1198,1963,1.214058
1199,1963,7.6890339999999995
1200,1963,1.214058
1201,1963,38.040484
1202,1963,4.451546
1203,1963,4.04686
1204,1963,63.131015999999995
1205,1963,19.829614
1206,1963,4.856232
1207,1963,37.231111999999996
1208,1963,12.949952
1209,1963,3.237488
1210,1963,167.13531799999998
1211,1963,0.0
1212,1963,0.404686
1213,1963,49.776378
1214,1963,8.09372
1215,1963,3.237488
1216,1963,0.0
1217,1963,58.67947
1218,1963,0.809372
1219,1963,0.0
1220,1963,0.0
1221,1963,0.0
1222,1963,0.0
1223,1963,25.090532
1224,1963,0.0
1225,1963,2.428116
1226,1963,0.0
1227,1963,161.06502799999998
1228,1963,12.14058
1229,1963,8.903092
1230,1963,0.0
1231,1963,10.11715
1232,1963,137.59324
1233,1963,0.809372
1234,1963,2.832802
1235,1963,6.07029
1236,1963,4.04686
1237,1963,0.0
1238,1963,40.4686
1239,1963,6.07029
1240,1963,16.996812
1241,1963,0.404686
1242,1963,22.25773
1243,1963,4.04686
1244,1963,80.9372
1245,1963,54.63261
1246,1963,0.0
1247,1963,1.214058
1248,1963,0.0
1249,1963,0.0
1250,1963,0.0
1251,1963,0.0
1252,1963,0.0
1253,1963,0.0
1254,1963,0.0
1255,1963,0.0
1256,1963,0.0
1257,1963,0.0
1258,1963,0.0
1259,1963,0.404686
1260,1963,0.0
1261,1963,0.0
1262,1963,0.0
1263,1963,0.0
1264,1963,0.0
1265,1963,0.0
1266,1963,3.237488
1267,1963,2.02343
1268,1963,0.404686
1269,1963,0.0
1270,1963,0.0
1271,1963,0.404686
1272,1963,0.809372
1273,1963,0.0
1274,1963,15.378067999999999
1275,1963,0.0
1276,1963,0.0
1277,1963,0.0
1278,1963,0.0
1279,1963,18.21087
1280,1963,3.642174
1281,1963,2.428116
1282,1963,0.809372
1283,1963,0.0
1284,1963,0.0
1285,1963,0.0
1286,1963,0.0
1287,1963,0.809372
1288,1963,1.214058
1289,1963,0.0
1290,1963,0.0
1291,1963,0.809372
1292,1963,226.59583197999999
1293,1963,0.404686
1294,1963,0.404686
1295,1963,0.0
1296,1963,0.0
1297,1963,1.214058
1298,1963,1.618744
1299,1963,4.856232
1300,1963,2.02343
1301,1963,0.809372
1302,1963,3.642174
1303,1963,0.404686
1304,1963,1.214058
1305,1963,0.0
1306,1963,0.0
1307,1963,0.0
1308,1963,0.404686
1309,1963,2.02343
1310,1963,4.04686
1311,1963,0.404686
1312,1963,2.428116
1313,1963,0.0
1314,1963,0.0
1315,1963,1.618744
1316,1963,0.0
1317,1963,0.0
1318,1963,0.0
1319,1963,14.16401
1320,1963,44.920145999999995
1321,1963,46.134204
1322,1963,21.448358
1323,1963,39.254542
1324,1963,171.99155
1325,1963,0.404686
1326,1963,33.588938
1327,1963,0.0
1328,1963,6.07029
1329,1963,13.354638
1330,1963,108.455848
1331,1963,0.0
1332,1963,0.0
1333,1963,0.0
1334,1963,0.0
1335,1963,28.32802
1336,1963,626.9840666599999
1337,1963,0.404686
1338,1963,0.404686
1339,1963,0.404686
1340,1963,0.404686
1341,1963,76.485654
1342,1963,2.832802
1343,1963,0.0
1344,1963,0.404686
1345,1963,38.040484
1346,1963,0.0
1347,1963,0.404686
1348,1963,0.0
1349,1963,14.16401
1350,1963,0.809372
1351,1963,2.02343
1352,1963,2.832802
1353,1963,0.404686
1354,1963,0.0
1355,1963,0.0
1356,1963,0.404686
1357,1963,0.404686
1358,1963,0.404686
1359,1963,0.809372
1360,1963,0.404686
1361,1963,1.214058
1362,1963,0.0
1363,1963,0.0
1364,1963,0.0
1365,1963,0.0
1366,1963,0.0
1367,1963,0.0
1368,1963,0.0
1369,1963,0.0
1370,1963,0.0
1371,1963,0.0
1372,1963,0.0
1373,1963,0.0
1374,1963,0.0
1375,1963,0.0
1376,1963,0.0
1377,1963,0.0
1378,1963,0.0
1379,1963,0.0
1380,1963,0.0
1381,1963,0.0
1382,1963,0.0
1383,1963,0.0
1384,1963,0.0
1385,1963,0.0
1386,1963,79.318456
1387,1963,0.0
1388,1963,0.0
1389,1963,0.0
1390,1963,0.404686
1391,1963,0.0
1392,1963,0.0
1393,1963,0.0
1394,1963,8.09372
1395,1963,0.0
1396,1963,86.198118
1397,1963,0.0
1398,1963,0.0
1399,1963,0.0
1400,1963,0.0
1401,1963,0.0
1402,1963,0.404686
1403,1963,0.0
1404,1963,0.0
1405,1963,1.618744
